UN_Code,SPECIES.ALPHA_3_CODE,AREA.CODE,MEASURE,Year,VALUE,STATUS,country,Species_name,Scientific_Name,Major_Group_En,Area_name
196,BSS,37,Q_tlw,2020,1.994,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2019,3.045,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2018,3,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2017,1,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2016,1,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2015,18,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2014,4,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2013,2,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2012,3,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2011,3,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2010,1,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2009,0,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2008,1,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2007,22,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2006,0,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2005,2,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2004,3,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2003,6,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2002,3,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,BSS,37,Q_tlw,2001,3,NA,Cyprus,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2020,10.424,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2019,13.578,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2018,5,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2017,4,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2016,2,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2015,29,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2014,3,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2013,27,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2012,52,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2011,1,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2010,5,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2009,5,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2008,4,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2007,7,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2006,8,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2005,3,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2004,3,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2003,3,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2002,45,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,2001,37,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1999,0,N,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1998,0,N,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1997,0,N,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1996,1,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1995,1,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1994,0,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1993,0,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1992,0,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1991,0,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1990,0,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1989,0,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1988,0,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
196,SBG,37,Q_tlw,1987,0,NA,Cyprus,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2020,172.201,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2019,191,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2018,160,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2017,136,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2016,84,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2015,95,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2014,108,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2013,104,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2012,118,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2011,163,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2010,214,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2009,194,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2008,228,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2007,279,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2006,277,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2005,251,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2004,285,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2003,239,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2002,261,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2001,251,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,2000,271,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1999,279,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1998,167,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1997,167,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1996,167,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1995,179,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1994,199,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1993,984,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1992,582,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1991,560,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1990,699,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1989,752,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1988,755,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1987,722,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1986,635,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1985,765,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1984,551,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1983,629,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1982,1082,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1981,472,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1980,431,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1979,457,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1978,511,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1977,352,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1976,387,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1975,372,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1974,388,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1973,69,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1972,0,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1971,0,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,BSS,37,Q_tlw,1970,0,NA,France,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2020,646.95,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2019,638,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2018,711,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2017,502,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2016,463,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2015,583,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2014,466,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2013,291,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2012,320,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2011,484,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2010,437,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2009,393,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2008,302,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2007,248,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2006,345,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2005,360,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2004,535,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2003,431,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2002,319,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2001,207,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,2000,170,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1999,226,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1998,106,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1997,106,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1996,132,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1995,103,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1994,79,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1993,387,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1992,237,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1991,250,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1990,323,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1989,191,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1988,482,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1984,214,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1983,321,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1982,227,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1981,328,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1980,253,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1979,337,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1978,476,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1977,814,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1976,536,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1975,545,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1974,471,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1973,300,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1972,400,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1971,479,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1970,315,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1969,300,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1968,200,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1967,200,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1966,200,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1965,200,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1964,300,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1959,200,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1958,200,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1957,100,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1956,200,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1955,100,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1954,100,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
250,SBG,37,Q_tlw,1953,100,NA,France,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2020,324.6,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2019,311,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2018,276,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2017,241,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2016,348,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2015,204,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2014,242,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2013,287,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2012,274,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2011,299,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2010,339,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2009,308,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2008,462,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2007,796,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2006,1260,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2005,812,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2004,669,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2003,551,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2002,448,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2001,280,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,2000,336,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1999,263,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1998,251,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
