UN_Code,SPECIES.ALPHA_3_CODE,AREA.CODE,MEASURE,Year,VALUE,STATUS,country,Species_name,Scientific_Name,Major_Group_En,Area_name
300,BSS,37,Q_tlw,1997,361,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1996,347,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1995,392,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1994,413,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1993,412,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1992,408,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1991,215,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1990,217,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1989,437,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1988,120,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1987,76,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1986,171,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1985,67,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1984,82,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1983,77,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1982,104,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1981,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1980,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1979,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1978,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1977,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1976,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1975,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1974,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1973,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1972,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1971,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1970,0,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1969,400,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1968,400,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1967,400,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1966,500,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1965,500,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1964,500,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1963,400,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1962,400,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1961,400,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1960,300,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1959,300,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,BSS,37,Q_tlw,1958,300,NA,Greece,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2020,536.2,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2019,504,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2018,554,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2017,383,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2016,380,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2015,194,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2014,293,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2013,205,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2012,177,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2011,187,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2010,227,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2009,194,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2008,202,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2007,166,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2006,137,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2005,357,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2004,131,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2003,172,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2002,199,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2001,176,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,2000,248,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1999,142,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1998,125,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1997,138,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1996,199,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1995,201,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1994,445,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1993,310,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1992,172,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1991,101,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1990,72,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1989,110,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1988,91,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1987,244,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1986,809,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1985,326,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1984,106,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1983,122,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1982,107,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1981,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1980,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1979,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1978,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1977,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1976,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1975,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1974,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1973,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1972,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1971,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1970,0,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1969,200,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1968,200,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1967,200,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1966,200,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1965,200,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1964,200,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1963,100,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1962,100,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1961,100,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1960,100,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1959,200,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
300,SBG,37,Q_tlw,1958,200,NA,Greece,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2020,0.089,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2019,1.571,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2018,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2017,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2016,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2015,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2014,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2013,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2012,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2011,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2010,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2009,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2008,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2007,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2006,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2005,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2004,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2003,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2002,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2001,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,2000,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,1999,15,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,1998,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,1997,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,1996,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,1995,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,1994,0,N,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,1993,50,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,1992,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,BSS,37,Q_tlw,1991,0,NA,Malta,European seabass,Dicentrarchus labrax,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2020,1.036,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2019,18.875,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2018,1,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2017,2,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2016,1,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2015,1,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2014,0,N,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2013,0,N,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2012,13,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2011,0,N,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2010,0,N,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2009,1,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2008,2,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2007,2,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2006,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2005,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2004,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2003,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2002,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2001,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,2000,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1999,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1998,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1997,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1996,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1995,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1994,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1993,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1992,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1991,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1990,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1989,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1988,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1987,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1986,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1985,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1984,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1983,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1982,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1981,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1980,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1979,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1978,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1977,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1976,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1975,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1974,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1973,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1972,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1971,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1970,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1969,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1968,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1967,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1966,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1965,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1964,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1963,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1962,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1961,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
470,SBG,37,Q_tlw,1960,0,NA,Malta,Gilthead seabream,Sparus aurata,PISCES,Mediterranean and Black Sea
